HotelId,Restaurant Name
6562,Let's Meet Up
6564,Madan's Kabab Centre
6565,Midnight Fries
6566,Moradabadi Biryani
6568,Namdhari's Icecream & Bakers
6571,Pahariya Chicken Corner
6579,Pahariya Chicken
6582,Pappi Machhi Wala
6584,Pizza Hut Delivery
6585,Polka Cakes & Coffee
6586,Punjabi Joint
6587,Rain Tree Grill
6591,Resunga Food Corner
6592,Shri Ram Poori Wale
6593,Supa's Restaurant
6595,Swad Fast Food
6596,Syall Kotian Da Dhaba
6598,The Krib
6599,Turtle Bay
6600,Yakooz
6602,Above & Beyond
6603,Bawa Chicken
6609,Chatore
6611,Chocomore
6612,Clay 1 Grill
6613,Firangi Island
6615,Jeet Chaat Bhandar
6617,Mr. Grill
6618,Tikka Junction
6620,Momos Hut & Chinese Food
6624,Wah Ji Wah
6628,Yo! China
6629,Aapki Apni Rasoi
6630,Aapki Rasoi
6636,Advance Bakery
6638,Apni Rasoi
6639,Bakeyard
6641,Bharat Chicken Inn Foods
6643,Bobby Veg Corner
6644,Brunch Point
6645,Bunty Dhaba
6646,Chandni Chowk Ka Sonu Parathe Wala
6650,Chankya
6658,Chaudhary Di Hatti
6659,Cook Du Kdu
6662,Daawat Restaurant
6663,Delhi Dairy
6664,Domino's Pizza
6665,Domino's Pizza
6666,F 2 Pastry Shop
6669,Food Villa
6671,Goosebumps
6676,Gulab
6678,Health Buzzz
6679,Jain Dhaba
6683,Jeeta Kulfi Walle
6684,Kamal Meat House
6686,Katyani Rasoi
6690,Magic Masala
6695,Masala Magic
6703,Mother Sweets
6706,Panj Taara
6707,Prince Fried N Grilled Chicken
6708,Punjabi's Veg Grill
6709,Raja Chat Corner
6710,Rajshree
6711,Sachdeva Chicken Corner
6713,Shree Rathnam
6718,Sialkot
6721,Singh-O-Singh Kebabs
6722,Super Snacks
6723,Tandoori Night
6724,The Chaupal Bar And Restaurant
6725,The Grill Point
6728,The Roll Hut
6730,Triveni
6731,Gokul Foods
6732,Papa Pizza
6735,Aalishaan
6739,Amritsari Chaat Bhandar
6743,Bansal Foods
6744,Bhatia Chinese Food
6748,Break Fast Junction
6751,Breakfast Hut
6753,Buddy 's. Pizza
6754,Chai Garam
6755,Deepu Fish & Chicken
6757,deliKitchen
6760,Dial A Cake
6762,Fuel Diet Cafe
6763,GO CHATZ With Breadz
6764,Goldy Chat Bhandar
6765,Green Chick Chop
6768,Hungry Heights
6769,Kebabish
6770,Khalsa Dhaba
6771,Khanna's Hot Pizza
6772,Lets Eat Veg
6773,Mitra Da Dhabha
6774,Murliwala Bakers
6776,Panjabi Chic-Shoppe
6777,Raj Petha Bhandar
6779,Ramlal Sweets
6780,Sanjha Chula Baba Da
6782,Sri Krishna
6783,Sugandh Corner
6785,The Friends Cafe
6786,The Muffin Girl
6787,Rainbows
6788,The Nest
6790,Burger Head Quarter BHQ
6791,Chez Jerome - Q Cafe
6793,Mr. Billiken
6794,Mulligan Cafe
6796,Naya Adda
6797,OCD - Online Cake Delivery
6798,Puja Sandwich House
6800,Ambersari Dhaba
6803,Arabian Knites
6806,Aryan's Rajasthani Pyaz Ki Kachori
6807,Aviram's Chinese Kitchen
6808,Bhagwan Sweets
6810,Chawla
6811,Chinese Hut
6812,Flavourz
6813,Lets Bake Love
6814,Mahadev Dhaba
6816,Sethi's Food Corner
6818,Sethi's Restaurant
6820,Sindhi Kulfi
6822,Sri Kamakshi Vilas
6826,The Midnight Hub - C
6827,Anand Ji
6828,Happy Hakka
6829,Oberoi's
6830,Relax Restaurant
6832,Al-Rihan
6835,All Day 99
6840,Anna Dosa
6850,Chick Chicken House
6851,Chicken King
6852,Choco Kraft
6856,Cocoalicious Delights
6857,FNV
6858,Food En Vouge
6862,Food Junction
6863,Gian Ji Punjabi Dhaba
6864,Govinda
6867,Intermission
6868,Karma Cafe & Lounge
6869,Lotes Bakes
6870,New Anna Ka Dosa
6872,New Sethi's
6873,Punjab Sweets
6874,Shri Ram Dhaba
6875,Standard Punjabi Food
6877,Sunrise Bakery
6879,Taste of Spice
6880,The Celiac Kitchen
6881,Aggarwal Sweet Corner
6883,Behrouz Biryani
6884,Biryani Blues
6885,Burger King
6887,Domino's Pizza
6888,Gopal (Sindhi) Restaurant
6889,Kabul Delhi
6890,Khan Chacha
6892,Pizza Hut Delivery
6893,Punjabi Jaika
6896,Rozy Restaurant
6898,Taj Cafe
6902,Tewari Sweets
6906,The Burger Hut & Cake Shop
6909,Angel's Basket
6918,Bikanervala
6920,Haldiram's
6927,Moon of Taj
6930,Tongue Thai'd
6932,Udupi Sai Sarover
6934,Wagh Bakri Tea Lounge
6935,K2 Multi Cuisine Restaurant
6936,Tibet Kitchen
6940,Baba Nagpal Corner
6942,Burger Street
6944,Dilli Zaika
6945,Mughal Chic Inn
6947,Nutrition Theka
6950,Punjabi Chaap Corner
6951,Samosa Street
6952,Shanu's Chicken Planet
6953,Shanu's Food Shop
6954,Bigbee
6957,Delhi 6 Cafe
6958,Lala Ji Sweets
6959,MK's Chinese Food
6961,Nirvana The Divine Kitchen
6963,Preechen
6964,Rahul Eggs
6966,7 Stick
6970,Aashirwad Restaurant
6971,Amar Bakery
6974,Apni Rasoi
6975,Baked Buns
6977,Banspi
6978,Benchmark
6979,Bobby Tikki Wala
6981,Cafe Coffee Day
6982,Cafe Coffee Day
6983,Canteeno
6985,Chai Mantra
6986,Chandni Chowk ke Mashhoor Makkhan Wale Paranthe
6987,Chandni Chowk Parantha Corner
6989,Chauhan Laxmi Sweets
6990,Chawla's The Cake Room
6991,China Town
6992,Domino's Pizza
6993,Faasos
6995,Fast Trax
6996,Finger Licious
6997,Gulshan Pastry Shop
6999,Handa's
7000,Homely Delight
7001,Jahangeer Foods
7002,Kaleva
7003,Laxmi Vaishno Dhaba
7004,Little Pleasure Restaurant & Cafe
7005,Mauryan Multi Cuisine Restaurant
7007,Mehta Food Junction
7008,Om Bikaner Wale
7009,Ovenstory Pizza
7010,Prasadam
7011,Priyanshi Fast Food
7012,Punjabi Tadka
7013,Pyaali
7016,Ruby Dhaba
7017,Shree Manakamna Fast Food
7018,The Chinese Hut
7020,The Chinese Hut
7022,The Chinese Kitchen
7023,Twenty Four Seven
7024,Vegie Kitchen
7025,Behrouz Biryani
7026,Burger King
7027,Mohit di Hatti
7028,Play Pizza
7029,Sushiya Express
7034,Tantrum Coffee Bar
7036,Chawla's Tandoori Junction
7038,Chennai Express Greens
7040,Omi Pizza
7042,South Indian & Chinese Fast Food
7043,The Khoj Cafe Restaurent
7044,Bharat Chicken Inn
7045,Nathu's Sweets
7046,Wah Ji Wah
7048,QD's Restaurant
7050,Henri's Bar - Le Meridien
7051,Le Belvedere - Le Meridien
7055,Longitude - Le Meridien
7056,Nero - Le Meridien
7058,The One - Le Meridien
7059,Eau De Monsoon - Le Meridien
7060,Slounge - Lemon Tree Premier
7061,Al Bake
7062,Al-Bawarchi
7063,Big Dragon
7064,BTW
7065,Capital Curry
7067,Domino's Pizza
7068,Ekta's Kitchen
7069,Gopal's
7070,Moti Mahal Delux
7071,Open Oven
7072,Relax Xpress
7073,Roll Club
7074,SM Gopal Ice Cream & Cakes
7075,Bangla Sweet Corner
7076,Chinois
7078,Dawat
7079,Establishment Ristorante
7080,Ganesha Sweets & Restaurant
7081,Gopala
7082,Green Chick Chop
7083,Hot Chimney
7084,Icon
7085,Juneja's Eating Plaza
7086,Lodhi Knights
7087,Ram Singh's Bhoj
7088,Republic of Chicken
7089,Slice of Italy
7090,Subway
7091,The Altitude Cafe and Deli
7093,Tokyo Mon Amour
7095,Bhane
7096,Celeste
7099,Chidambaram's New Madras Hotel
7101,CJ's Fresh
7102,Elma's Brasserie
7104,Kunafa
7107,Lahori Gate
7108,M I Food Center
7110,Sugar Blossoms
7111,Eywa by Saby @ Celeste
7115,Cafe Coffee Day
7116,Guppy
7117,Ping's Cafí© Orient
7121,The All American Diner
7122,Armaan's Restaurant
7123,Garden Chef
7125,Golooji's Chat Waat
7126,Oriental Lee
7130,Peshawari Restaurant
7131,Tikka Town
7132,Titu Restaurant
7135,Vijay Dhaba
7136,Wild Willy
7137,Diva Spiced
7139,Granma's Homemade
7142,Karim's
7143,Sab Ki Khatir
7147,Golden Bakery
7149,Krishan Sweets
7150,Rai Ji Caterers
7151,Szoun Chinese Food
7152,Yummy Mummy @ Delhi
7153,Lodi - The Garden Restaurant
7154,Aggarwal Sweets & Restaurant
7155,Ashirwad Dhaba
7156,Barichi Restaurant
7158,Bikaner Sweets
7160,Bikaner
7161,Chatori Zubaan 2
7162,Chinese Mania
7163,Da Pizza Corner
7164,Dhaba Cash 'N' Carry Kitchen
7165,Dom Dang Kins Restaurant
7171,First Choice
7172,Hungry Hut
7173,Le Seasons Restaurant
7177,Moti Mahal Delux
7178,Popsy's
7179,Prabhu
7180,Saptagiri
7182,Spice Hut
7186,Taste of Vishal
7189,The Tandoori Night
7190,Traffic Jaam
7192,Tripti
7193,Uttaranchal Dhaba & Restaurant
7195,Wah Ji Wah
7196,Resto 37
7198,Aakash Sweets & Caterers
7199,Aapka Mangal Restaurant
7204,Al-Karim
7206,Apna Dhaba
7207,Burger Wala
7208,Cafe Highway
7209,Cake Point
7210,Chatori Zubaan Chur Chur Naan
7211,Coffee Shop
7212,Colonel's Kebabs & Curries
7215,Dhaba Cash 'n' Carry Kitchen Chur Chur Naan
7216,Dolphin - The Food Cafe
7217,First Treat Bakers
7219,Flavours Of Delhi
7222,Foresto Lawn & Restaurant
7223,Jain Sweets & Bakers
7228,JD's Restaurant
7234,Just Vada Pav
7235,Kaka De Dhaba
7236,Kolcata Bengali Dhaba
7238,Kukkuu Da Dhaba
7243,M&S Coffee Cafe
7245,Malabar Style Kitchen
7247,Mathura Lassi Wala
7248,Metropolitan Cafe
7250,Mr. Bake
7254,Mughal-E-Zaika
7255,Mukesh Bhojnalaya
7256,New Royal Blue Dhaba
7257,New Sharma Chicken Corner
7258,Pakwan
7260,Pizza Corner
7263,Pokhreli Kitchen
7265,Rasoi
7266,Satya Dhaba
7272,Sha-O-Lin Chinese Fast Food
7282,Shahi Chicken Corner
7283,Shama Muradabadi
7285,Sunil Punjabi Dhaba
7293,Sunita Dhaba
7294,Taste of India
7299,U.P. Al-Flah Restaurant
7300,Vaishno Da Dhaba
7302,Yadav Sweets
7303,The Cavalry Bar - Maidens Hotel
7305,The Curzon Room - Maidens Hotel
7307,The Garden Terrace - Maidens Hotel
7308,Ama Rabsel House
7309,Cafe Plus
7311,Hornbill
7312,Orange Cafe & Restaurant
7315,ABC Restaurant
7316,Achi Restaurant
7317,Asian House Restaurant
7318,Cafe 59
7319,Drepung Loselling
7320,Dus Bab
7323,DZI House
7324,Good Luck Cafe
7325,Kathmandu
7327,Kullu Manali Restaurant
7334,Lhamo's Kitchen
7335,Lhasa Manthang Restaurant
7340,Lhasa Thali House
7343,Little Tibet
7346,Lotus House Restaurant
7347,Mahi Rasoi
7348,New Open Restaurant
7349,Rooftop Restaurant
7352,Somang House Restaurant
7354,Tandoori Khazana
7355,Tsopema Restaurant
7357,33 Food
7358,Burger Point
7360,Cafe Blur
7361,Cafe Coffee Day
7362,Cafe Rendezvous
7366,Cakes & Bakes
7367,Chatorey Chacha
7369,Chilli Dragon
7371,DCK- Dana Choga's Kitchen
7372,Divya's Rimpy Restaurant
7373,Express Dhaba
7374,Go Foodie
7375,Health Pan
7376,Karim's
7379,Karuna
7380,Kathi
7381,King Chilly Kitchen
7382,Kolhapuri Veg Non-Veg Foods
7386,Mehfil Dhaba
7387,Moti Mahal Delux - Legendary Culinary
7394,Open Oven
7395,Paapi Paet
7396,Pepper Corn Express
7407,Pinch Of China
7411,Pizza Hut Delivery
7415,Punjabee's Darbar
7419,Ramjee's
7437,Rollmaal
7438,Shaolin
7439,Subway
7444,The Chocolate Room
7445,The Delhi Heights
7448,Thok (The House of Kakori)
7449,Uloo
7450,Vadapav Junction & More
7451,Behrouz Biryani
7453,Beliram Degchiwala
7454,Bhukkhar
7456,Biryani Blues
7458,Bun Intended
7459,Casa Asia
7460,Chic Fish
7478,Dunkin' Donuts
7481,Farratta
7482,Flavors of Chennai
7484,Food For Thought
7487,FreshMenu
7492,Giani's
7493,Gopala
7502,Green Chick Chop
7505,Hunger Must Die
7541,Kolkata Kathi Roll
7560,Max Grille and Kitchen
7564,Moti Sweets
7566,Nazeer Foods
7569,Nikashee
7570,Noodle Box
7571,Pema's
7572,Plumber - The Lounge
7573,Pudding & Pie
7574,RP's Restaurant
7577,Soi Thai
7579,Speedy Chow
7583,Stoned Age Kitchen
7584,Suribachi
7585,Swagath
7586,The Delhi Canteen
7587,The Grill Kitchen
7613,The Midnight Heroes
7614,The Salad Bowl
7615,Domino's Pizza
7616,Food Army
7619,Moti Restaurant
7620,New Baba Da Dhaba
7624,Tunday Kababi
7625,Dilli BC
7627,Litti.In
7636,Nizam's Kathi Kabab
7649,Pepper Kitchen
7650,Rustom's Cafe & Bakery
7669,Salad Days
7697,Stop My Starvation
7698,Sushi Junction
7700,Vero Gusto
7701,Snack Junction
7702,Turant
7705,Snacks Point
7706,The Sweet Spot
7708,Kafe @ Museum
7713,Friends Cafe
7714,Aromas of Pind
7720,Apna Dhaba and Caters
7728,Green Chick Chop
7738,Jai Shree Durga South Indian Corner
7743,Malabar Catering House
7748,Meenakshi Bhawan
7753,New Raja Sweets
7757,Pizza Treat
7759,Pudding & Pie
7762,Rita Chinese Food
7764,Vibes of Punjab
7766,Ramji Di Hatti & Caterers
7767,Spicy Tadka
7771,Mr. Tandoori Lal
7773,Om Sweets & Caterers
7774,Sardar Ji Take Away & Caterers
7782,9 is Mine
7786,Aashirwad
7787,Aggarwal Sweet & Bakers
7789,Amit Hotel
7790,Angrezee Dhaba
7791,Ankur Family Restaurant
7792,Bansal Sweet
7802,Baskin Robbins
7809,Caravan Resto Bar
7810,Celebration Multi Cuisine Restaurant
7811,Chatto Chapati
7812,Chawla'sŒ_
7815,China Town
7817,China Town
7818,Dazzle Pastry Shop
7820,Delicacy Foods
7822,Dolphin Rolls
7826,Durbar Restaurant
7827,Ever Green Pastry Shop
7831,Evergreen Sweets Corner
7832,Great Plates By AJ
7833,Green Chick Chop
7834,Haqeem's
7835,Himalaya Food Corner
7836,Hot Joint Fast Food
7840,Hyderabadi Dum Biryani
7841,Kasturi Family Restaurant
7842,Kerala Cafe
7843,Keuchen Paradise
7844,Kook For Health
7845,Lahorian's Sweets & Bakers
7846,Mr. Baker's
7872,Night Food Delivery
7878,Nine 2 Nine Snacks & Restaurant
7881,Punjabi Mirch
7882,Rasoi The Food Express
7883,Republic of Chicken
7888,Sandwichai
7889,SB's Raisins
7892,Shanghai Kitchen
7894,Shiv Shakti Restaurant
7895,Smoky Chettinad
7897,Spice Fusion
7899,Sweet Toof Designer Cakes
7914,The Chef
7915,The Edge Cafe
7916,The Epicure - Fraser Suites
7919,Udupidarshini Veg Restaurant
7920,36 lebzelter
7921,Baked Buns
7922,Freakin Beans
7924,Nutri Cafe
7925,Senorita's
7926,Village - The House of Food
7932,Aman Vaishno Dhaba
7934,Anupam Hotel
7935,Bake Bank
7936,Buzybee
7938,Cafe Tandoor
7939,Chawlas 2
7941,Choksi Chinese
7942,Desi Chulha
7943,Fumble Foods
7944,Games v/s Cafe
7946,Goodies- Snacks N More
7947,Grubhouse Cafe
7948,Mr. Baker's
7951,Muradabadi Chicken Biryani & Dhaba
7958,Pakiza Restaurant
7959,Riddhi Siddhi Restaurant
7976,Rockers & Shockers
7979,Saikutir Food
7980,Satnaam Foods
7981,Senorita's
7982,Shri Bala Ji Rasoi
7983,South Indian
7984,Tip Top Eating Corner
7987,ToLoveFromLove
7990,Tripti Foods
7991,U Like
7995,Zayka chicken restaurant
8003,Cafe Coffee Day
8008,Food Fantasy
8009,Just Chinese
8010,Agarwal Bikaneri Sweets
8011,Bikaner Sweets
8012,Breadz
8014,Desi Jugaad
8015,Food Trax
8016,Hub Tub
8019,Malabar Foods
8033,Mitra Di Chaap
8039,New Hyderabadi Biryani House
8042,New Madras Cafe
8044,Roll Club
8056,Sanju Cool & Hot Hut
8057,Sethi's Kabab & Curries
8070,South Indian Fast Food
8093,Sweets and Spices
8094,Urban Degchi Kitchen & Bar
8117,Wah Ji Wah
8121,Zaiqa Kathi Roll & Momos
8123,Duggal Snacks
8125,Granny's Flavour
8126,Moustache Coffee
8128,Pradeep Pav Bhaji
8129,Sandwich Factory
8130,Scorpio Cafe
8131,Veggie-Licious
8132,Creamy Creation
8133,Evergreen Food Corner
8136,K.D Corner
8137,Slice Of Italy
8138,Anokha Chinese Hut
8142,Bobby Dhaba & Caterers
8143,Clever Fox Cafe
8147,Dana Pani
8154,Hotel Malabar
8157,Lumbini Fast Point
8158,Mayur Restaurant
8167,MOC - The American Restaurant
8169,Muradabadi Chicken Biryani
8183,New Aggarwal Sweet Corner
8187,Pizza Castle
8188,Punjabi Dhaba
8189,Qureshi Chicken Corner
8190,Samarpan Fast Food
8191,Shaan-E-Tandoorz
8194,Sonu Sudh Bhojnalaya
8195,The Test
8196,True Blue
8197,Zaika Kathi Rolls
8199,Baked Buns
8207,A One Muradabadi
8208,Annapurna
8225,Cake Walkers
8228,Harish And Sonu Sudh Bhojnalya
8235,Mitra Da Dhaba
8236,Munchies Midnight Delivery
8239,Muradabadi Chicken Corner
8240,Riyaz Chicken Corner
8253,Romano's Pizza
8254,Royal Spice
8256,Sonu Bhojanalya
8257,The Deshi Bites
8261,Green Chick Chop
8263,Mahara Hotel
8264,Malik Vegetarian Rasoi
8266,Yash Aadi Food Corner
8267,#hashtag
8268,Al Zaika
8273,Ashiyan Foods
8275,Bake My Day
8290,Bhutani Chaap
8327,China Pan
8331,Chinese Fast Food
8332,Dilkhush Punjabi Dhaba
8336,Dragun Hut
8337,Giani's
8338,Kathi House
8340,Kerala Kitchen & Restaurant
8341,Retro Kichen
8360,The China Town
8361,The Urban Dhaba
8362,Twenty Four Seven
8363,McDonald's
8364,Moti Mahal Delux Tandoori Trail
8366,Pizza Hut
8367,Dill's Chawla Chik-Inn
8368,Tandoori Zaaika
8369,Aap Ki Khatir
8370,Aggarwal Sweets
8371,Baskin Robbins
8372,Bikaner Sweets
8373,Bollywood Khana
8376,Cake And Bakes
8385,Cake Point
8387,Chinese Corner
8388,Choudhary Dhaba
8392,Green Chick Chop
8403,Green Chick Chop
8404,Gujjar Dhaba
8410,Hotel Aditi
8420,JMD Food Palace
8422,Kitchen Namaste
8423,Lajawab Chicken & Fish Fry
8447,Lotus Kitchen
8451,Manami Japanese Restaurant
8453,Manna Sweets & Restaurant
8459,Moets Curry Pot
8460,Mr. Sub
8462,New Gaurav Dhaba
8463,Pandit Ji Ki Apni Rasoi
8464,Rajdhani Restaurant
8465,Saraswati Food Corner
8477,Shri Balaji Bhojnalaya
8482,Swadist Bhojnalaya
8484,Swiss Gourmessa
8485,Truly Yours
8487,Uttrakhand Hotel
8491,Vandana Food Corner
8492,Zaika Biryani
8493,Buzz
8494,Lighthouse 13
8499,Berco's
8502,The Great Kabab Factory
8504,The Tea Place by Manjushree
8507,Victoria
8511,Aces - The Card Room
8522,Curzon - The Royal Bar
8524,London Eye - The Open Lounge
8525,Lord's - The Sports Lounge
8526,Viceroy - The Coffee Shop
8527,Munch Nation
8528,"34, Chowringhee Lane"
8529,Any Time Food
8530,Bikaner Sweet House
8531,Domino's Pizza
8533,Giani
8534,Grand Plaza
8535,Great Wall
8537,Healthy Food Station
8542,Hostess Tasty Bites
8544,Hot Pot
8571,Kabab Factory
8572,Keventers
8574,Krishna Sweet House
8575,Mitraz
8576,Nut Khut Chaats & Snacks
8577,Subway
8580,The Host
8581,Chacha Di Hatti
8582,Cocoberry
8583,Eating Corner
8584,El Posto
8589,McDonald's
8591,Pizza Station
8596,Puri Bakers
8600,JAIL - Behind The Bar
8604,Curry Shurry
8607,Frontier
8609,Hari Om Bhojnalaya
8610,Nirmal's
8611,Sardar A Pure Meat Shop
8612,The Dragon Hucks
8614,Green Chick Chop
8616,New Arjun Bombay Pav Bhaji
8617,Sweeter Delight
8618,Madaari
8620,Amritsari Express
8622,Barista
8623,Baskin Robbins
8625,Bikano's Chat Cafe
8629,Burger Singh
8633,Cafe Grub
8636,Chicago Pizza
8638,Cocoberry
8640,Dosa Plaza
8641,Karim's
8642,Kebab Xpress
8643,Keventers
8644,KFC
8645,Paranthas 21
8650,Subway
8654,Wow! Momo
8656,Berco's
8657,Dunkin' Donuts
8661,Giani's
8665,The Beer Cafe
8666,Basil Tree
8667,Chaayos
8670,QD's Restaurant
8672,Ada e Handi Restaurant
8675,Darjeeling Momos
8684,Ingredients
8689,Al Quresh
8690,Angels in my Kitchen
8695,Aapki Rasoi
8699,Bats On Delivery
8700,Bimbo Cakes
8709,Burger Bros
8711,Chinese Food Corner
8712,CL Snacks
8713,Kapoor's Sanjha Chulha
8718,King's
8720,Kumar Hotel
8722,Kumar Pastry Shop
8724,Midnight Adda
8725,Mughlaai Daawat
8727,Pindiwala
8730,Pipes & Hipes
8743,Sai Rasoi
8745,Snaxpress Tastes & Cakes
8751,Veggie Adda
8752,C L Corner
8753,Chin 10
8754,Kati Roll Cottage
8761,Kings Kulfi
8763,Paramjeet Machi Wala
8765,Rajan Corner
8766,Amit Dhaba
8767,Apni Rasoi
8768,Chap Corner
8772,Chinese Corner
8777,Evergreen Punjabi Swad
8779,Giani
8781,Hot & Hot Shudhir Chinese Point
8783,Hungerz Hub
8784,Magic Mo:Mo Corner
8785,Malhotra's Zayeeka
8790,Moji Dhaba
8795,Naughty 9 Kitchen & Bar
8796,Street Chaat Chatoron Ka Adda
8797,Syall Kotian Da Dhaba
8798,Taaj Kitchen
8799,Tirath Sweets
8800,Tummyy Tull
8807,34 Parkstreet Lane
8808,Bhikaram Bhujawala
8810,Chawla The Pastry Palace
8811,Food Box
8813,Foody Box
8814,Giani
8819,Green Chick Chop
8820,Heaven's Shawarma
8821,Hyderabad Spl. Chicken Biryani Point
8823,Keshar
8827,Madras Cafe
8828,Milan Chole Bhature
8830,New Laxmi Sweets
8831,Pasta Hub
8832,Patna Roll Center
8833,Refuel
8835,Saara Veg
8836,SGF - Spice Grill Flame
8838,Shivam Corner
8839,Swad Mubarak
8840,The Little Fork
8848,The Metro Fast Food
8850,Tibet Kujing
8851,Yummy Adda
8853,Bawarchi's Canteen
8854,Bikaner Restaurant
8857,Bikaner Sweets Chaat cafe
8859,Brijwasi
8860,Chaap Chaska
8861,Delhi Chaap Express
8864,Delhi Chaat Bhandar
8865,Delhite Pí¢tisserie
8866,Desi Dhaba
8870,Desi Thaat Amritsari Naan
8871,Dhaba Express
8872,Flavours Kitchen
8873,Food Campus
8874,Fresh Fast Food
8879,Gungun Tiffin Services
8880,Happy Italiano
8882,Haryana Bhojnalaya
8884,Hasty Tasty
8892,Inam Muradabadi
8893,Just In
8899,Jyoti Dhaba
8903,Lasha Chinese Food
8906,Lasha Chinese Food
8907,Lily Tasty Fast Food
8908,Maa Vaishno Dinesh Dhaba
8910,Madras Cafe
8911,NIK's Chicken Corner
8914,Om Shanti Foods
8915,Panj Tara
8916,Pasta Pizza & Roll Hut
8917,Pheva Tandooris
8918,Punjabi Delight
8920,Punjabi Parantha Station and Punjabi Thali
8921,Punjabi Paratha Station
8923,Raja Rasoi
8927,Rollacious
8928,Singh Chicken
8929,Special Tea Point
8930,Spl. Flavour Sodas & Fruit shakes
8931,Student Corner
8933,Taneja Corner
8935,Taste Zone
8937,Tea Point
8938,West Bangal Kolkata Hot Kathi Rolls
8943,Asli Alam Muradabadi Biryani Centre
8946,Cafe Rasoi
8947,Chinese Food
8948,Green Chick Chop
8949,Hasty Tasty
8950,Hunter's Kitchen
8951,Manahang Restaurant
8954,Mezbaan Restaurant
8955,Moon Light Sweets
8957,North East Castle
8958,Pizza Point
8961,Roll Point
8963,Sanjha Tandoor
8964,Sayyam
8965,Shiv Bhojnalaya
8966,Subway
8968,Take Away
8969,Vedanta's
8970,Asian Chopstick
8972,Chinese Delights
8973,Dezertfox
8974,Aggarwal Sweets
8977,Aggarwal Sweets
8979,Al Meraj Chicken Shop
8981,Chinese Food Corner
8982,Creative Food House
8983,D.A.A.
8984,Dee Cake Shop
8985,Jaca Restaurant
8986,King Of Roll
8987,Kirti Food Plaza
8988,KT's Shik-Shack
8989,Namaste Restaurant
8998,Nishaj Chicken Corner
8999,Royal Bakery
9000,S.R. Bakers
9001,Shahi Muradabadi
9004,Shree Vinayaga Restaurant
9005,The Cake Basket
9010,The Pure Kitchen
9012,The Yolmo Kitchen
9018,Zawlbuk
25737,Anupam Restaurant
25744,Bobby Di Punjabi Rasoi
25750,Aditya Da Vaishno Dhaba
25752,Aggarwal Bikaner Sweets
25753,Aggarwal Sweet Centre
25755,Anjel China & Tibetian Food
25763,Annpurna Rasoi
25764,Apni Rasoi
25769,Bajrang Misthan Bhawan
25771,Bake Town
25773,Bikaner Sweets & Restaurant
25774,Brown Town Bakers
25777,Captain Food Factory
25788,Cheffron Bakery
25792,Chicken Darwar
25795,Chili's Treat
25801,Chilli Tadka
25805,Chinese Food Point
25807,Chinese Temptation
25825,Dana Pani
25826,Dev Sweets & Restaurant
25827,Dilli Darbar Chicken Point
25828,Food Point and Sweets Corner
25839,Green Chick Chop
25841,Grover Burfee & Cakes
25842,Hans's Planet-F
25850,Hotel Delhi 43
25852,Kanhaiya Fast Food
25856,Karol Bagh Ke Chhole Bhature
25865,King's Food
25868,Lamba Sweets Corner
25874,Laxmi Food Corner
25882,Lounge Bakery
25886,Mehtaab Sweet Corner & Restaurant
25891,Melting Food Point
25898,Mithla Dhabha
25900,Mittal Caterer
25901,Mittal Restaurant & Fast Food
25904,NBC Nirankari Bakers
25906,Pind Balluchi
25911,Prem Chinese Fast Food
25916,Punjabi Rasoi
25920,Punjabi Special
25927,Radhe Shyam Dhaba
25929,Raj Rasoi
25930,Raju De Special Paneer Wale
25937,Sangeeta Dhaba
25940,Sat Narayan Fast Food
25941,Shahi Chicken Point
25945,Sharma Sweets
25947,Shere Hind Chicken Corner
25952,Shiv Shakti Dhaba
25962,Shree Shyam Sweets
25965,Shri Shyam Ji Shudh Shakahari Bhojnalaya
25971,Sky Hawk
25972,Snack Shack
25993,Soya Bite's
25995,Soya Bite's
25996,Taj Mahal Dhaba
25999,Yadav Sweets
26003,Yummy Chinese Food
26005,Aggarwal Sweets Corner
26007,Anand Sweets
26009,Annapurna Sweets Palace
26010,Aujla's Punjabi Zaika
26012,Baba Ji
26013,Babu Soup Wala
26025,Baketown By Gagan Bakers
26052,Bala Ji Rasoi
26079,Bansiwala Sweets & Caterers
26082,Best Chicken Corner
26084,Bhardwaj Bakery
26085,Bikaner Sweets & Restaurant
26086,Classic Chef Corner
26093,Dabas Ke Special Chole Bhature
26094,Daily Belly
26111,Deep Bakery And Cake
26116,Dhaba NH10
26117,Dilkhush Dhaba
26122,Do Bhai Paneer Wale And Sweets
26125,Dosa and Pizza Corner
26131,Gulati Ki Rasoi
26133,JMD Family Restaurant
26147,Jyoti Sweets
26150,Khana Khazana
26151,Krishna Panjabi Rasoi
26152,Lazeez Zaika
26157,Mannat Chinese Fast Food
26160,Pizza Hot
26163,Raju Fast Food
26164,Ramesh Caterers & Dhaba
26171,Sethi's Express
26172,Shahi Chicken Biryani Corner
26176,Spicy Curry
26178,Super Star Restaurant
26180,Swagi Food Corner
26188,Taoji Ke Amratsari Naan
26198,TCW Chaat Point
26199,The Food Express
26208,The Pizza Family
26228,The Regal Chicken Corner
26229,Welcome Rasoi
26231,Agarwal Sweets
26241,Aurangzeb Rd
26242,Bengali Sweet Corner
26251,Cafe Coffee Day
26258,Chinese K. Food
26265,Chocowell
26268,Choice
26271,Desi Street
26294,Enigma Lounge
26302,Flavors Of London
26303,Frontier
